7235;Volksschule zur sonderpädagog. Förderung;Elsava-Schule Elsenfeld, Priv. Förderzentrum, Förderschwerpunkt emot.u.soz. Entwicklung (HS-Stufe) d.Stift.Gymnasiumsfonds Aschaffenb.;Kloster Himmelthal;63820;Elsenfeld;http://www.km.bayern.de/schule/7235.html
342;Gymnasium;Julius-Echter-Gymnasium Elsenfeld   ;Dammsfeldstr. 20;63820;Elsenfeld;http://www.km.bayern.de/schule/0342.html
7801;Volksschule (Grund- u. Mittelschulen);Mozart-Grundschule Elsenfeld   ;Mühlweg 41;63820;Elsenfeld;http://www.km.bayern.de/schule/7801.html
7017;Volksschule zur sonderpädagog. Förderung;Janusz-Korczak-Schule Elsenfeld Förderzentrum Förderschwerpunkt Lernen ;Dammsfeldstr. 12;63820;Elsenfeld;http://www.km.bayern.de/schule/7017.html
7644;Volksschule (Grund- u. Mittelschulen);Mittelschule Schöllkrippen   ;Obere Schulstr. 10;63825;Schöllkrippen;http://www.km.bayern.de/schule/7644.html
7633;Volksschule (Grund- u. Mittelschulen);Grundschule Sommerkahl   ;Schulstr. 11;63825;Sommerkahl;http://www.km.bayern.de/schule/7633.html
7632;Volksschule (Grund- u. Mittelschulen);Grundschule Schöllkrippen   ;Obere Schulstr. 10;63825;Schöllkrippen;http://www.km.bayern.de/schule/7632.html
7598;Volksschule (Grund- u. Mittelschulen);Grundschule Krombach-Geiselbach   ;Schulstr. 6;63826;Geiselbach;http://www.km.bayern.de/schule/7598.html
7538;Volksschule (Grund- u. Mittelschulen);Priv. Montessori-Volksschule Sulzbach (Grund- und Hauptschule) des Montessori-Fördervereins Aschaffenburg-Miltenberg e.V.;Sodentalstr. 28;63834;Sulzbach a.Main;http://www.km.bayern.de/schule/7538.html
7586;Volksschule (Grund- u. Mittelschulen);Herigoyen-Grundschule Sulzbach   ;Hollerweg 17;63834;Sulzbach a.Main;http://www.km.bayern.de/schule/7586.html
7823;Volksschule (Grund- u. Mittelschulen);Herigoyen-Mittelschule Sulzbach   ;Hollerweg 17;63834;Sulzbach a.Main;http://www.km.bayern.de/schule/7823.html
7584;Volksschule (Grund- u. Mittelschulen);Josef-Anton-Rohe-Grundschule Kleinwallstadt  ;Weibersweg 22;63839;Kleinwallstadt;http://www.km.bayern.de/schule/7584.html
7812;Volksschule (Grund- u. Mittelschulen);Josef-Anton-Rohe-Mittelschule Kleinwallstadt  ;Weibersweg 22;63839;Kleinwallstadt;http://www.km.bayern.de/schule/7812.html
7820;Volksschule (Grund- u. Mittelschulen);Grundschule Niedernberg   ;Pfarrer-Seubert-Str. 3;63843;Niedernberg;http://www.km.bayern.de/schule/7820.html
7534;Volksschule (Grund- u. Mittelschulen);Grundschule Laufach   ;F.-Wilhelm-Düker-Str. 6 - 8;63846;Laufach;http://www.km.bayern.de/schule/7534.html
7617;Volksschule (Grund- u. Mittelschulen);Mittelschule Laufach   ;F.-Wilhelm-Düker-Str. 6 - 8;63846;Laufach;http://www.km.bayern.de/schule/7617.html
7585;Volksschule (Grund- u. Mittelschulen);Grundschule Leidersbach   ;Staudenweg 31;63849;Leidersbach;http://www.km.bayern.de/schule/7585.html
7814;Volksschule (Grund- u. Mittelschulen);Mittelschule Leidersbach   ;Staudenweg 31;63849;Leidersbach;http://www.km.bayern.de/schule/7814.html
7817;Volksschule (Grund- u. Mittelschulen);Hans-Memling-Grundschule Mömlingen   ;Neue Schulstraße 20;63853;Mömlingen;http://www.km.bayern.de/schule/7817.html
672;Realschule;Staatl. Realschule Bessenbach   ;Ludwig-Straub-Str. 11;63856;Bessenbach;http://www.km.bayern.de/schule/0672.html
